Country of birth of person,Years spent in Australia,Age group,Sex,Long-term health condition (LTHC),Number of people reporting LTHC(s),Population,Age-specific percentage of population reporting LTHC(s),Language used at home,Proficiency in spoken English,Region_class,Subregion_class
India,Not specified,45–64,Persons,Asthma,162.0,5088.0,3.183962264,Telugu,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Asthma,20.0,592.0,3.378378378,Telugu,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Asthma,12.0,229.0,5.240174672,Telugu,Not well or Not at all,Southern and Central Asia,Southern Asia
Bangladesh,Not specified,00–44,Persons,Asthma,2700.0,51642.0,5.228302544,Bengali,Very well or well,Southern and Central Asia,Southern Asia
Bangladesh,Not specified,45–64,Persons,Asthma,569.0,10398.0,5.472206193,Bengali,Very well or well,Southern and Central Asia,Southern Asia
Bangladesh,Not specified,65 and over,Persons,Asthma,131.0,1730.0,7.572254335,Bengali,Very well or well,Southern and Central Asia,Southern Asia
Bangladesh,Not specified,00–44,Persons,Asthma,71.0,3029.0,2.344007923,Bengali,Not well or Not at all,Southern and Central Asia,Southern Asia
Bangladesh,Not specified,45–64,Persons,Asthma,58.0,866.0,6.697459584,Bengali,Not well or Not at all,Southern and Central Asia,Southern Asia
Bangladesh,Not specified,65 and over,Persons,Asthma,51.0,550.0,9.272727273,Bengali,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Persons,Asthma,1084.0,64724.0,1.674803782,Gujarati,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Persons,Asthma,199.0,6921.0,2.875307037,Gujarati,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Asthma,105.0,1851.0,5.6726094,Gujarati,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Persons,Asthma,21.0,3193.0,0.657688694,Gujarati,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Persons,Asthma,15.0,1287.0,1.165501166,Gujarati,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Asthma,48.0,1277.0,3.75880971,Gujarati,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Persons,Asthma,4367.0,143595.0,3.041192242,Hindi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Male,Asthma,2194.0,74452.0,2.946865094,Hindi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Female,Asthma,2173.0,69143.0,3.142762102,Hindi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Persons,Asthma,1524.0,31632.0,4.817905918,Hindi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Male,Asthma,633.0,16405.0,3.858579701,Hindi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Female,Asthma,891.0,15227.0,5.851448086,Hindi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Asthma,658.0,8756.0,7.514846962,Hindi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Male,Asthma,293.0,4568.0,6.414185639,Hindi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Female,Asthma,365.0,4188.0,8.715377268,Hindi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Persons,Asthma,41.0,4275.0,0.959064327,Hindi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Male,Asthma,22.0,2013.0,1.092896175,Hindi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Female,Asthma,19.0,2262.0,0.839964633,Hindi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Persons,Asthma,54.0,1322.0,4.084720121,Hindi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Male,Asthma,10.0,316.0,3.164556962,Hindi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Female,Asthma,44.0,1006.0,4.373757455,Hindi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Asthma,162.0,2387.0,6.786761625,Hindi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Male,Asthma,41.0,583.0,7.032590051,Hindi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Female,Asthma,121.0,1804.0,6.707317073,Hindi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Persons,Asthma,72.0,2397.0,3.003754693,Konkani,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Persons,Asthma,27.0,788.0,3.426395939,Konkani,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Asthma,11.0,246.0,4.471544715,Konkani,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Persons,Asthma,349.0,16946.0,2.059483064,Marathi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Persons,Asthma,93.0,3435.0,2.707423581,Marathi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Asthma,26.0,562.0,4.62633452,Marathi,Very well or well,Southern and Central Asia,Southern Asia
Nepal,Not specified,00–44,Persons,Asthma,932.0,116465.0,0.800240416,Nepali,Very well or well,Southern and Central Asia,Southern Asia
Nepal,Not specified,45–64,Persons,Asthma,78.0,3998.0,1.950975488,Nepali,Very well or well,Southern and Central Asia,Southern Asia
Nepal,Not specified,65 and over,Persons,Asthma,11.0,252.0,4.365079365,Nepali,Very well or well,Southern and Central Asia,Southern Asia
Nepal,Not specified,00–44,Persons,Asthma,80.0,6053.0,1.321658682,Nepali,Not well or Not at all,Southern and Central Asia,Southern Asia
Nepal,Not specified,45–64,Persons,Asthma,97.0,2415.0,4.016563147,Nepali,Not well or Not at all,Southern and Central Asia,Southern Asia
Nepal,Not specified,65 and over,Persons,Asthma,131.0,1009.0,12.98315164,Nepali,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Persons,Asthma,3157.0,194256.0,1.625175027,Punjabi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Male,Asthma,1767.0,105676.0,1.672092055,Punjabi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Female,Asthma,1390.0,88580.0,1.56920298,Punjabi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Persons,Asthma,524.0,13729.0,3.816738291,Punjabi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Male,Asthma,253.0,7801.0,3.243173952,Punjabi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Female,Asthma,271.0,5928.0,4.571524966,Punjabi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Asthma,219.0,3723.0,5.882352941,Punjabi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Male,Asthma,103.0,2303.0,4.472427269,Punjabi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Female,Asthma,116.0,1420.0,8.169014085,Punjabi,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Persons,Asthma,59.0,11784.0,0.500678887,Punjabi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Male,Asthma,34.0,6850.0,0.496350365,Punjabi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Female,Asthma,25.0,4934.0,0.506688285,Punjabi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Persons,Asthma,83.0,4579.0,1.812622843,Punjabi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Male,Asthma,26.0,1285.0,2.023346304,Punjabi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Female,Asthma,57.0,3294.0,1.730418944,Punjabi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Asthma,154.0,3949.0,3.899721448,Punjabi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Male,Asthma,36.0,1408.0,2.556818182,Punjabi,Not well or Not at all,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Female,Asthma,118.0,2541.0,4.643841007,Punjabi,Not well or Not at all,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,00–44,Persons,Asthma,3439.0,55763.0,6.167171781,Sinhalese,Very well or well,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,00–44,Male,Asthma,1662.0,28363.0,5.859746853,Sinhalese,Very well or well,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,00–44,Female,Asthma,1777.0,27400.0,6.48540146,Sinhalese,Very well or well,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,45–64,Persons,Asthma,1115.0,18429.0,6.050246893,Sinhalese,Very well or well,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,45–64,Male,Asthma,457.0,9667.0,4.727423192,Sinhalese,Very well or well,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,45–64,Female,Asthma,658.0,8762.0,7.509700982,Sinhalese,Very well or well,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,65 and over,Persons,Asthma,435.0,5321.0,8.175155046,Sinhalese,Very well or well,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,65 and over,Male,Asthma,205.0,2893.0,7.086069824,Sinhalese,Very well or well,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,65 and over,Female,Asthma,230.0,2428.0,9.472817133,Sinhalese,Very well or well,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,00–44,Persons,Asthma,51.0,1983.0,2.571860817,Sinhalese,Not well or Not at all,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,00–44,Male,Asthma,26.0,994.0,2.615694165,Sinhalese,Not well or Not at all,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,00–44,Female,Asthma,25.0,989.0,2.527805865,Sinhalese,Not well or Not at all,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,45–64,Persons,Asthma,63.0,947.0,6.652587117,Sinhalese,Not well or Not at all,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,45–64,Male,Asthma,13.0,253.0,5.138339921,Sinhalese,Not well or Not at all,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,45–64,Female,Asthma,50.0,694.0,7.204610951,Sinhalese,Not well or Not at all,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,65 and over,Persons,Asthma,63.0,949.0,6.638566913,Sinhalese,Not well or Not at all,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,65 and over,Male,Asthma,13.0,239.0,5.439330544,Sinhalese,Not well or Not at all,Southern and Central Asia,Southern Asia
Sri Lanka,Not specified,65 and over,Female,Asthma,50.0,710.0,7.042253521,Sinhalese,Not well or Not at all,Southern and Central Asia,Southern Asia
Pakistan,Not specified,00–44,Persons,Asthma,3073.0,89183.0,3.445723961,Urdu,Very well or well,Southern and Central Asia,Southern Asia
Pakistan,Not specified,00–44,Male,Asthma,1730.0,50382.0,3.433766028,Urdu,Very well or well,Southern and Central Asia,Southern Asia
Pakistan,Not specified,00–44,Female,Asthma,1343.0,38801.0,3.461250999,Urdu,Very well or well,Southern and Central Asia,Southern Asia
Pakistan,Not specified,45–64,Persons,Asthma,547.0,10464.0,5.227446483,Urdu,Very well or well,Southern and Central Asia,Southern Asia
Pakistan,Not specified,45–64,Male,Asthma,292.0,6627.0,4.406216991,Urdu,Very well or well,Southern and Central Asia,Southern Asia
Pakistan,Not specified,45–64,Female,Asthma,255.0,3837.0,6.645817045,Urdu,Very well or well,Southern and Central Asia,Southern Asia
Pakistan,Not specified,65 and over,Persons,Asthma,134.0,1739.0,7.705577918,Urdu,Very well or well,Southern and Central Asia,Southern Asia
Pakistan,Not specified,65 and over,Male,Asthma,71.0,1108.0,6.407942238,Urdu,Very well or well,Southern and Central Asia,Southern Asia
Pakistan,Not specified,65 and over,Female,Asthma,63.0,631.0,9.984152139,Urdu,Very well or well,Southern and Central Asia,Southern Asia
Pakistan,Not specified,00–44,Persons,Asthma,72.0,5410.0,1.330868762,Urdu,Not well or Not at all,Southern and Central Asia,Southern Asia
Pakistan,Not specified,00–44,Male,Asthma,25.0,2404.0,1.039933444,Urdu,Not well or Not at all,Southern and Central Asia,Southern Asia
Pakistan,Not specified,00–44,Female,Asthma,47.0,3006.0,1.563539587,Urdu,Not well or Not at all,Southern and Central Asia,Southern Asia
Pakistan,Not specified,45–64,Persons,Asthma,74.0,1086.0,6.813996317,Urdu,Not well or Not at all,Southern and Central Asia,Southern Asia
Pakistan,Not specified,45–64,Male,Asthma,15.0,239.0,6.276150628,Urdu,Not well or Not at all,Southern and Central Asia,Southern Asia
Pakistan,Not specified,45–64,Female,Asthma,59.0,847.0,6.965761511,Urdu,Not well or Not at all,Southern and Central Asia,Southern Asia
Pakistan,Not specified,65 and over,Persons,Asthma,55.0,800.0,6.875,Urdu,Not well or Not at all,Southern and Central Asia,Southern Asia
Pakistan,Not specified,65 and over,Male,Asthma,14.0,218.0,6.422018349,Urdu,Not well or Not at all,Southern and Central Asia,Southern Asia
Pakistan,Not specified,65 and over,Female,Asthma,41.0,582.0,7.04467354,Urdu,Not well or Not at all,Southern and Central Asia,Southern Asia
Fiji,Not specified,00–44,Persons,Asthma,220.0,2845.0,7.732864675,Fijian Hindustani,Very well or well,Oceania and Antarctica,Polynesia
Fiji,Not specified,45–64,Persons,Asthma,94.0,1227.0,7.660961695,Fijian Hindustani,Very well or well,Oceania and Antarctica,Polynesia
Fiji,Not specified,65 and over,Persons,Asthma,40.0,397.0,10.07556675,Fijian Hindustani,Very well or well,Oceania and Antarctica,Polynesia
Myanmar,Not specified,00–44,Persons,Asthma,336.0,9152.0,3.671328671,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,00–44,Male,Asthma,156.0,4418.0,3.531009507,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,00–44,Female,Asthma,180.0,4734.0,3.802281369,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,45–64,Persons,Asthma,134.0,3015.0,4.444444444,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,45–64,Male,Asthma,45.0,1516.0,2.968337731,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,45–64,Female,Asthma,89.0,1499.0,5.937291528,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,65 and over,Persons,Asthma,134.0,1649.0,8.126137053,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,65 and over,Male,Asthma,66.0,822.0,8.02919708,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,65 and over,Female,Asthma,68.0,827.0,8.222490931,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,00–44,Persons,Asthma,53.0,2351.0,2.254359847,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,00–44,Male,Asthma,26.0,1173.0,2.216538789,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,00–44,Female,Asthma,27.0,1178.0,2.292020374,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,45–64,Persons,Asthma,81.0,1525.0,5.31147541,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,45–64,Male,Asthma,23.0,650.0,3.538461538,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,45–64,Female,Asthma,58.0,875.0,6.628571429,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,65 and over,Persons,Asthma,49.0,661.0,7.41301059,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,65 and over,Male,Asthma,17.0,236.0,7.203389831,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,65 and over,Female,Asthma,32.0,425.0,7.529411765,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,00–44,Persons,Asthma,61.0,3336.0,1.82853717,Karen,Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,45–64,Persons,Asthma,84.0,1647.0,5.100182149,Karen,Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,65 and over,Persons,Asthma,61.0,592.0,10.30405405,Karen,Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,00–44,Persons,Asthma,23.0,1315.0,1.74904943,"Burmese and Related Languages, nec",Not well or Not at all,South-East Asia,Mainland South-East Asia
Myanmar,Not specified,45–64,Persons,Asthma,14.0,406.0,3.448275862,"Burmese and Related Languages, nec",Not well or Not at all,South-East Asia,Mainland South-East Asia
Cambodia,Not specified,00–44,Persons,Asthma,1327.0,19798.0,6.702697242,Khmer,Very well or well,South-East Asia,Mainland South-East Asia
