,Country of birth of person,Years spent in Australia,Age group,Sex,Long-term health condition (LTHC),Number of people reporting LTHC(s),Population,Age-specific percentage of population reporting LTHC(s),Language used at home,Proficiency in spoken English
235,Northern Mariana Islands,0–10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
236,Northern Mariana Islands,0–10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
237,Northern Mariana Islands,0–10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
238,Northern Mariana Islands,0–10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
239,Northern Mariana Islands,0–10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
240,Northern Mariana Islands,0–10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
241,Northern Mariana Islands,0–10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
242,Northern Mariana Islands,0–10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
243,Northern Mariana Islands,More than 10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
244,Northern Mariana Islands,More than 10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
245,Northern Mariana Islands,More than 10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
246,Northern Mariana Islands,More than 10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
247,Northern Mariana Islands,More than 10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
248,Northern Mariana Islands,More than 10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
249,Northern Mariana Islands,More than 10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
250,Northern Mariana Islands,More than 10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
251,Northern Mariana Islands,More than 10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Tagalog,Not specified
252,Palau,0–10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
253,Palau,0–10 years,00–44,Male,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
254,Palau,0–10 years,00–44,Female,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
255,Palau,0–10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
256,Palau,0–10 years,45–64,Male,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
257,Palau,0–10 years,45–64,Female,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
258,Palau,0–10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
259,Palau,0–10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
260,Palau,0–10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
261,Palau,More than 10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
262,Palau,More than 10 years,00–44,Male,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
263,Palau,More than 10 years,00–44,Female,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
264,Palau,More than 10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
265,Palau,More than 10 years,45–64,Male,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
266,Palau,More than 10 years,45–64,Female,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
267,Palau,More than 10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
268,Palau,More than 10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
269,Palau,More than 10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,"Pacific Austronesian Languages, nfd",Not specified
270,Cook Islands,0–10 years,00–44,Persons,Arthritis,11.0,1180.0,0.9322033898305,Maori (Cook Island),Not specified
271,Cook Islands,0–10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
272,Cook Islands,0–10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
273,Cook Islands,0–10 years,45–64,Persons,Arthritis,15.0,340.0,4.41176470588235,Maori (Cook Island),Not specified
274,Cook Islands,0–10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
275,Cook Islands,0–10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
276,Cook Islands,0–10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
277,Cook Islands,0–10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
278,Cook Islands,0–10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
279,Cook Islands,More than 10 years,00–44,Persons,Arthritis,25.0,1959.0,1.27616130678917,Maori (Cook Island),Not specified
280,Cook Islands,More than 10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
281,Cook Islands,More than 10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
282,Cook Islands,More than 10 years,45–64,Persons,Arthritis,240.0,2470.0,9.7165991902834,Maori (Cook Island),Not specified
283,Cook Islands,More than 10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
284,Cook Islands,More than 10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
285,Cook Islands,More than 10 years,65 and over,Persons,Arthritis,158.0,623.0,25.3611556982343,Maori (Cook Island),Not specified
286,Cook Islands,More than 10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
287,Cook Islands,More than 10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Maori (Cook Island),Not specified
288,Fiji,0–10 years,00–44,Persons,Arthritis,69.0,10074.0,0.68493150684931,Fijian Hindustani,Not specified
289,Fiji,0–10 years,00–44,Male,Arthritis,33.0,5159.0,0.63965884861407,Fijian Hindustani,Not specified
290,Fiji,0–10 years,00–44,Female,Arthritis,36.0,4915.0,0.73245167853509,Fijian Hindustani,Not specified
291,Fiji,0–10 years,45–64,Persons,Arthritis,137.0,2576.0,5.31832298136646,Fijian Hindustani,Not specified
292,Fiji,0–10 years,45–64,Male,Arthritis,39.0,1238.0,3.15024232633279,Fijian Hindustani,Not specified
293,Fiji,0–10 years,45–64,Female,Arthritis,98.0,1338.0,7.32436472346786,Fijian Hindustani,Not specified
294,Fiji,0–10 years,65 and over,Persons,Arthritis,125.0,860.0,14.5348837209302,Fijian Hindustani,Not specified
295,Fiji,0–10 years,65 and over,Male,Arthritis,31.0,326.0,9.50920245398773,Fijian Hindustani,Not specified
296,Fiji,0–10 years,65 and over,Female,Arthritis,94.0,534.0,17.6029962546816,Fijian Hindustani,Not specified
297,Fiji,More than 10 years,00–44,Persons,Arthritis,356.0,18230.0,1.95282501371365,Fijian Hindustani,Not specified
298,Fiji,More than 10 years,00–44,Male,Arthritis,117.0,8306.0,1.40862027450036,Fijian Hindustani,Not specified
299,Fiji,More than 10 years,00–44,Female,Arthritis,239.0,9924.0,2.40830310358726,Fijian Hindustani,Not specified
300,Fiji,More than 10 years,45–64,Persons,Arthritis,2022.0,23421.0,8.63327782759062,Fijian Hindustani,Not specified
301,Fiji,More than 10 years,45–64,Male,Arthritis,602.0,10677.0,5.63828790858855,Fijian Hindustani,Not specified
302,Fiji,More than 10 years,45–64,Female,Arthritis,1420.0,12744.0,11.142498430634,Fijian Hindustani,Not specified
303,Fiji,More than 10 years,65 and over,Persons,Arthritis,2586.0,10267.0,25.1874939125353,Fijian Hindustani,Not specified
304,Fiji,More than 10 years,65 and over,Male,Arthritis,780.0,4610.0,16.9197396963123,Fijian Hindustani,Not specified
305,Fiji,More than 10 years,65 and over,Female,Arthritis,1806.0,5657.0,31.9250486123387,Fijian Hindustani,Not specified
306,French Polynesia,0–10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,French,Not specified
307,French Polynesia,0–10 years,00–44,Male,Arthritis,0.0,0.0,0.0,French,Not specified
308,French Polynesia,0–10 years,00–44,Female,Arthritis,0.0,0.0,0.0,French,Not specified
309,French Polynesia,0–10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,French,Not specified
310,French Polynesia,0–10 years,45–64,Male,Arthritis,0.0,0.0,0.0,French,Not specified
311,French Polynesia,0–10 years,45–64,Female,Arthritis,0.0,0.0,0.0,French,Not specified
312,French Polynesia,0–10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,French,Not specified
313,French Polynesia,0–10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,French,Not specified
314,French Polynesia,0–10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,French,Not specified
315,French Polynesia,More than 10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,French,Not specified
316,French Polynesia,More than 10 years,00–44,Male,Arthritis,0.0,0.0,0.0,French,Not specified
317,French Polynesia,More than 10 years,00–44,Female,Arthritis,0.0,0.0,0.0,French,Not specified
318,French Polynesia,More than 10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,French,Not specified
319,French Polynesia,More than 10 years,45–64,Male,Arthritis,0.0,0.0,0.0,French,Not specified
320,French Polynesia,More than 10 years,45–64,Female,Arthritis,0.0,0.0,0.0,French,Not specified
321,French Polynesia,More than 10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,French,Not specified
322,French Polynesia,More than 10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,French,Not specified
323,French Polynesia,More than 10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,French,Not specified
324,Niue,0–10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,Niue,Not specified
325,Niue,0–10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Niue,Not specified
326,Niue,0–10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Niue,Not specified
327,Niue,0–10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,Niue,Not specified
328,Niue,0–10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Niue,Not specified
329,Niue,0–10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Niue,Not specified
330,Niue,0–10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,Niue,Not specified
331,Niue,0–10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Niue,Not specified
332,Niue,0–10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Niue,Not specified
333,Niue,More than 10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,Niue,Not specified
334,Niue,More than 10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Niue,Not specified
335,Niue,More than 10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Niue,Not specified
336,Niue,More than 10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,Niue,Not specified
337,Niue,More than 10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Niue,Not specified
338,Niue,More than 10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Niue,Not specified
339,Niue,More than 10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,Niue,Not specified
340,Niue,More than 10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Niue,Not specified
341,Niue,More than 10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Niue,Not specified
342,Samoa,0–10 years,00–44,Persons,Arthritis,47.0,7224.0,0.65060908084163,Samoan,Not specified
343,Samoa,0–10 years,00–44,Male,Arthritis,28.0,3832.0,0.73068893528183,Samoan,Not specified
344,Samoa,0–10 years,00–44,Female,Arthritis,19.0,3392.0,0.56014150943396,Samoan,Not specified
345,Samoa,0–10 years,45–64,Persons,Arthritis,134.0,2306.0,5.81092801387684,Samoan,Not specified
346,Samoa,0–10 years,45–64,Male,Arthritis,67.0,1183.0,5.66356720202874,Samoan,Not specified
347,Samoa,0–10 years,45–64,Female,Arthritis,67.0,1123.0,5.96616206589492,Samoan,Not specified
348,Samoa,0–10 years,65 and over,Persons,Arthritis,82.0,481.0,17.047817047817,Samoan,Not specified
349,Samoa,0–10 years,65 and over,Male,Arthritis,27.0,217.0,12.442396313364,Samoan,Not specified
350,Samoa,0–10 years,65 and over,Female,Arthritis,55.0,264.0,20.8333333333333,Samoan,Not specified
351,Samoa,More than 10 years,00–44,Persons,Arthritis,102.0,4394.0,2.32134729176149,Samoan,Not specified
352,Samoa,More than 10 years,00–44,Male,Arthritis,50.0,2155.0,2.32018561484918,Samoan,Not specified
353,Samoa,More than 10 years,00–44,Female,Arthritis,52.0,2239.0,2.32246538633318,Samoan,Not specified
354,Samoa,More than 10 years,45–64,Persons,Arthritis,836.0,8400.0,9.95238095238095,Samoan,Not specified
355,Samoa,More than 10 years,45–64,Male,Arthritis,343.0,4045.0,8.47960444993819,Samoan,Not specified
356,Samoa,More than 10 years,45–64,Female,Arthritis,493.0,4355.0,11.3203214695752,Samoan,Not specified
357,Samoa,More than 10 years,65 and over,Persons,Arthritis,798.0,3226.0,24.7365158090514,Samoan,Not specified
358,Samoa,More than 10 years,65 and over,Male,Arthritis,282.0,1528.0,18.4554973821989,Samoan,Not specified
359,Samoa,More than 10 years,65 and over,Female,Arthritis,516.0,1698.0,30.3886925795053,Samoan,Not specified
360,"Samoa, American",0–10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,Samoan,Not specified
361,"Samoa, American",0–10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Samoan,Not specified
362,"Samoa, American",0–10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Samoan,Not specified
363,"Samoa, American",0–10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,Samoan,Not specified
364,"Samoa, American",0–10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Samoan,Not specified
365,"Samoa, American",0–10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Samoan,Not specified
366,"Samoa, American",0–10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,Samoan,Not specified
367,"Samoa, American",0–10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Samoan,Not specified
368,"Samoa, American",0–10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Samoan,Not specified
369,"Samoa, American",More than 10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,Samoan,Not specified
370,"Samoa, American",More than 10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Samoan,Not specified
371,"Samoa, American",More than 10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Samoan,Not specified
372,"Samoa, American",More than 10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,Samoan,Not specified
373,"Samoa, American",More than 10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Samoan,Not specified
374,"Samoa, American",More than 10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Samoan,Not specified
375,"Samoa, American",More than 10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,Samoan,Not specified
376,"Samoa, American",More than 10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Samoan,Not specified
377,"Samoa, American",More than 10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Samoan,Not specified
378,Tokelau,0–10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
379,Tokelau,0–10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
380,Tokelau,0–10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
381,Tokelau,0–10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
382,Tokelau,0–10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
383,Tokelau,0–10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
384,Tokelau,0–10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
385,Tokelau,0–10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
386,Tokelau,0–10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
387,Tokelau,More than 10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
388,Tokelau,More than 10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
389,Tokelau,More than 10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
390,Tokelau,More than 10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
391,Tokelau,More than 10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
392,Tokelau,More than 10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
393,Tokelau,More than 10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
394,Tokelau,More than 10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
395,Tokelau,More than 10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Tokelauan,Not specified
396,Tonga,0–10 years,00–44,Persons,Arthritis,14.0,2582.0,0.5422153369481,Tongan,Not specified
397,Tonga,0–10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Tongan,Not specified
398,Tonga,0–10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Tongan,Not specified
399,Tonga,0–10 years,45–64,Persons,Arthritis,19.0,663.0,2.8657616892911,Tongan,Not specified
400,Tonga,0–10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Tongan,Not specified
401,Tonga,0–10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Tongan,Not specified
402,Tonga,0–10 years,65 and over,Persons,Arthritis,16.0,129.0,12.4031007751938,Tongan,Not specified
403,Tonga,0–10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Tongan,Not specified
404,Tonga,0–10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Tongan,Not specified
405,Tonga,More than 10 years,00–44,Persons,Arthritis,35.0,1831.0,1.91152375750955,Tongan,Not specified
406,Tonga,More than 10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Tongan,Not specified
407,Tonga,More than 10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Tongan,Not specified
408,Tonga,More than 10 years,45–64,Persons,Arthritis,373.0,4212.0,8.85565052231719,Tongan,Not specified
409,Tonga,More than 10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Tongan,Not specified
410,Tonga,More than 10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Tongan,Not specified
411,Tonga,More than 10 years,65 and over,Persons,Arthritis,375.0,1653.0,22.6860254083484,Tongan,Not specified
412,Tonga,More than 10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Tongan,Not specified
413,Tonga,More than 10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Tongan,Not specified
414,Tuvalu,0–10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
415,Tuvalu,0–10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
416,Tuvalu,0–10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
417,Tuvalu,0–10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
418,Tuvalu,0–10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
419,Tuvalu,0–10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
420,Tuvalu,0–10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
421,Tuvalu,0–10 years,65 and over,Male,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
422,Tuvalu,0–10 years,65 and over,Female,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
423,Tuvalu,More than 10 years,00–44,Persons,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
424,Tuvalu,More than 10 years,00–44,Male,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
425,Tuvalu,More than 10 years,00–44,Female,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
426,Tuvalu,More than 10 years,45–64,Persons,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
427,Tuvalu,More than 10 years,45–64,Male,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
428,Tuvalu,More than 10 years,45–64,Female,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
429,Tuvalu,More than 10 years,65 and over,Persons,Arthritis,0.0,0.0,0.0,Tuvaluan,Not specified
